transaction_id,row_id,fraud_probability,fraud_pred
06a94162-7bae-427c-b68c-2819181b5467,0,0.012775698677163614,0
8d261988-07bd-4696-8fe3-ba3526142d2e,1,0.004089032232887747,0
b6be7a48-12fc-40ac-a12f-e2e03637231b,2,0.03352959881691958,0
12d06acb-2241-4d57-bfe2-ebb13750d301,3,0.001289156081608208,0
5ce8b673-fe15-41e1-bacf-91569a3cbe53,4,0.0005246637635972889,0
5b4a1322-f2d3-4759-981e-b391b7fe6834,5,0.009340308978236346,0
e1b9cf0b-741e-449f-8adf-e298d4a53bc1,6,0.00038709551977646585,0
147f045f-3eda-42f4-85cd-dfec7ba82449,7,0.0004165989056077568,0
5f18c77c-81b0-4df3-bd94-6277195c69e0,8,0.006895481468005507,0
4068c12b-d791-4778-af93-209deda255e0,9,0.005051071263936613,0
240baa49-5842-4b94-97c8-4fc5360745f7,10,0.02880895517671406,0
6a719f22-0942-4c11-a2ee-37a27d74ee0d,11,0.003249399818096139,0
1e1bb2a7-c589-4a2c-8acd-9725c44e7b80,12,7.166021507831322e-05,0
da6cafd1-4a0b-4e4f-9783-fa3e024c8669,13,0.010831124022340472,0
d9806cdc-07cb-47c7-8db5-f62f6bfd1547,14,0.007853779760178148,0
6daf654a-2869-4b6f-af66-a07df8703803,15,0.00018393294253395213,0
d94112e7-8cd4-4552-b104-15496d7d303a,16,0.013222445823625528,0
11696aa5-9a62-4c1e-8651-7e9a96cb32bc,17,0.004209487579567864,0
9289b6f2-aecd-458c-b790-f8edf33a4851,18,0.011450158030809687,0
8e53acc4-07e6-4b51-933e-2919d1851eed,19,7.265958533352286e-05,0
062ea3e0-7704-4eb0-9b85-82e54cb69f66,20,4.617869760432806e-05,0
bb622fed-5503-4ec0-a582-aca96326badd,21,0.006347622798617046,0
99582a20-3660-4bee-97ff-2042195846ba,22,0.0028507423832956247,0
caa1a3bf-77d2-427a-99f7-bfa9f89eec7d,23,0.004326545854181902,0
1535966f-d250-483c-b0bd-292578a0f482,24,0.0095433827452538,0
61a98a77-6c85-4585-99dc-9430ccea02c4,25,0.0001647622671639839,0
c010e65d-507b-4deb-b8b1-9a6a6c70c0eb,26,0.0003538337200780476,0
4454d00d-1de7-4f7c-a5c5-3191f583c07a,27,0.00020592859623183829,0
8d022146-9ef5-4632-8db6-c06e7498b7d6,28,0.023290430800821767,0
5ffb71e8-8fd0-4c39-a26b-38a1f07ca759,29,0.002103071093138518,0
e8f4bb02-1ffc-4a3a-bd80-e6e1b7b69485,30,0.00010448366018522548,0
60ce81a0-0ed1-44af-9d21-4e2ba3d1701c,31,0.010427883535707424,0
53257cb7-5aa5-41ef-9c31-8fee918ae422,32,0.003830844501172418,0
d6b79f0a-5b98-4409-94a5-bfef07f2d991,33,0.0034887404111341963,0
f1d38304-a326-4cf3-9e48-add9e7f76ebd,34,0.00013446996342169994,0
e06db3fb-eefd-470f-9f14-f3951190b8fa,35,0.002073537541149911,0
c424ba09-f748-450c-b3a6-5942b21a5354,36,0.0033247875640344026,0
f1de2383-446d-44c6-9b1d-ec6b54bc3f3a,37,0.0003888613301193454,0
63becd93-d694-402d-add3-84e86ab53162,38,0.006166461792355594,0
0f5b9888-6f08-443d-bbe8-7ad77a4ddec0,39,0.0029380346777183874,0
5a5da4e3-11d4-4751-829f-c9250df0b488,40,0.0027387443851950703,0
0ee24248-17dc-4a8f-9460-ab8550f0f130,41,0.0001008184274042672,0
b9db85ea-2f63-47c6-a86a-7149ad888c15,42,0.0003985359552129386,0
e08e82c8-4082-4f9f-b112-b152b403e9e8,43,4.785888502715285e-05,0
b2bce7f0-16c4-4654-9ff7-1f43d387ce9d,44,0.00024288132005306616,0
882ecaeb-ad46-485f-ac2a-f71c14b19b56,45,0.004667493792986596,0
633e7cef-290c-4d1b-9e1f-c4ad667d56ac,46,7.300498264475049e-05,0
61781c62-3b50-40e4-aaf3-30951186977e,47,0.002222748879827376,0
4978faf3-ce32-46da-b1e4-237334913af5,48,0.003291317532101112,0
70719916-1be0-4070-b990-a1d92424c6c3,49,0.07065958166241301,0
3934d9a5-6399-4abe-8e40-77a29492f666,50,0.010799907838453995,0
566a6311-cb4f-494b-a0b8-f106254e7efa,51,0.0007139690723718433,0
22d0a17d-bc1c-42db-8078-f3521d33ea9d,52,0.002370990885755989,0
6b4612bf-536a-4d1e-b53b-2a2840d2319c,53,0.0005002974994751253,0
6d0ee14b-cf8f-416e-b86c-30d847c8430e,54,0.00017048738740381707,0
a52f8425-b00e-4faa-a02d-5760523d3e67,55,0.00019441733539147583,0
72497005-d9d6-4f75-8252-843f465c35a8,56,0.004006148312648221,0
71d14d15-e0a6-4e79-9cc6-bbb036704c72,57,7.74247868332725e-05,0
69246de5-81b9-4080-ae98-06e861f58f5b,58,0.00015470335802434459,0
f091840d-6eee-4f1d-824b-792a42779aad,59,0.00019611247391784518,0
f96ad6af-e5e8-4b2b-aec0-f7dd3cf41ac4,60,0.006684295997672961,0
fe0713be-2d79-4b39-bd12-eec981cd6d03,61,0.0024473975734660165,0
338fed7c-0bbc-489f-99c8-6b5caeff7a77,62,0.021634400149428273,0
c1041b39-6ac7-4b9d-a526-da509c60ec87,63,0.010953897788693023,0
75170073-a0e8-48a8-ae0f-7426374ac9c6,64,0.0016128936596370694,0
67a61d48-db5e-4b40-b496-136da348c006,65,0.0005038266869074061,0
45c6976f-656a-4bec-8cfc-31cc729f541e,66,0.0006437304099880764,0
9bafe7de-22c7-42b0-a63a-f7d307a5ba73,67,0.0064864300451232424,0
bed8e015-bb17-4542-9b19-93a3c0de208b,68,0.8526754192782781,1
9611a28b-a795-4825-8a5b-f453721146ae,69,0.0008672672182976355,0
384c8582-1f68-4983-a61b-4ea20530bb8e,70,0.0003756746214248519,0
279e27c8-b580-439e-ba25-ad5e24d90863,71,0.0009125816698825037,0
59839dbb-f01d-4eb2-acc2-990a91b5802b,72,0.0003143896999249138,0
63c29144-2b96-4221-8b28-a3f267a5c2a9,73,0.0002586728370638802,0
576fff7d-f3d7-492e-a147-a68ac6ee2200,74,0.0002667027567941164,0
ae18e677-70f2-40fe-ab21-f94d3df8a062,75,0.0007697189085744794,0
f4a27be2-acd8-451b-a80d-7ae0b38fc529,76,0.016235122585672387,0
21cb28a9-c393-4821-a127-1827bdbc64fb,77,0.0002892816577703862,0
ca1b05e1-e332-4009-8775-80359919274e,78,0.0011210762175037712,0
b1796368-84fc-452e-a15e-ef6fecdcd325,79,0.002572602827471094,0
e56c0835-2ce0-4063-b550-d64dc9653ab4,80,0.00012844507135001057,0
4a752167-84ca-48e3-8edb-2ba235c8e7e3,81,0.014698890894615273,0
63c13bb5-f72a-4286-8477-2164a1375f31,82,8.260497664389829e-05,0
95dbb921-d244-4e26-9abf-1745cde25a73,83,7.600081226068641e-05,0
49f41f81-c102-4938-922d-cc5a0213cd19,84,0.28438143548706846,0
f4943d38-c685-4481-9ad2-5bdb96d3a6e5,85,0.00040552458686273895,0
